,Unnamed: 0,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country,Population_Category
1028,1028,2900,"Roy Carroll, II.",60.0,United States,Greensboro,Real estate,Real Estate,United States,True,N,M,North Carolina,South,1962.0,11.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1029,1029,2900,John Caudwell,70.0,United Kingdom,Stoke-on-Trent,Mobile phones,Telecom,United Kingdom,True,D,M,,,1952.0,10.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1030,1030,2900,James Clark,79.0,United States,Palm Beach,"Netscape, investments",Technology,United States,True,D,M,Florida,South,1944.0,3.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1031,1031,2900,Jacques D'Amours,66.0,Canada,Montreal,Convenience stores,Fashion & Retail,Canada,True,U,M,,,1956.0,12.0,8.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,10M-50M
1032,1032,2900,John Paul DeJoria,78.0,United States,Austin,"Hair products, tequila",Fashion & Retail,United States,True,U,M,Texas,South,1944.0,4.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1033,1033,2900,Bernard Ecclestone & family,92.0,United Kingdom,London,Formula One,Sports,United Kingdom,True,D,M,,,1930.0,10.0,28.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1034,1034,2900,Michael Federmann & family,79.0,Israel,Tel Aviv,"Defense, hotels",Technology,Israel,True,D,M,,,1943.0,9.0,9.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,5M-10M
1035,1035,2900,Kenneth Feld & family,74.0,United States,Sarasota,Live entertainment,Media & Entertainment,United States,False,U,M,Florida,South,1948.0,10.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1036,1036,2900,Gu Yuhua & family,73.0,China,Hangzhou,Furniture,Manufacturing,China,True,D,M,,,1949.0,10.0,5.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1037,1037,2900,Otto Happel,75.0,Switzerland,Luzerne,Engineering,Construction & Engineering,Germany,False,D,M,,,1948.0,2.0,9.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,5M-10M
1038,1038,2900,Gudrun Heine,68.0,Germany,Ohningen,Medical devices,Healthcare,Germany,False,D,F,,,1954.0,10.0,19.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1039,1039,2900,Donald Horton & family,73.0,United States,Fort Worth,Homebuilding,Real Estate,United States,True,U,M,Texas,South,1950.0,3.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1040,1040,2900,Zarakh Iliev,56.0,Russia,Moscow,Real estate,Real Estate,Russia,True,U,M,,,1966.0,9.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1041,1041,2900,Ipek Kirac,38.0,Turkey,Istanbul,Diversified,Diversified,Turkey,False,U,F,,,1984.0,11.0,28.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,50M-100M
1042,1042,2900,Lee Seo-hyun,49.0,South Korea,Seoul,Samsung,Technology,South Korea,False,D,F,,,1973.0,9.0,20.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,50M-100M
1043,1043,2900,Li Jianquan & family,66.0,China,Shenzhen,Consumer products,Healthcare,Hong Kong,True,D,M,,,1957.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1044,1044,2900,Li Li,57.0,China,Changsha,Healthcare,Healthcare,China,True,U,M,,,1965.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1045,1045,2900,Li Xiaohua & family,61.0,China,Yuxi,Packaging,Manufacturing,China,True,D,M,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1046,1046,2900,Liu Xiaodong,55.0,China,Shanghai,Flavorings,Manufacturing,China,True,U,M,,,1967.0,7.0,3.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1047,1047,2900,Martin Lorentzon,54.0,Sweden,Stockholm,Spotify,Technology,Sweden,True,E,M,,,1969.0,4.0,1.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,10M-50M
1048,1048,2900,Ronald McAulay,87.0,Hong Kong,Hong Kong,Energy,Energy,Hong Kong,False,D,M,,,1935.0,10.0,5.0,,,,,,,,,,,,
1049,1049,2900,Erwin Franz Mueller,90.0,Germany,Ulm,Drugstores,Fashion & Retail,Germany,True,U,M,,,1932.0,8.0,9.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1050,1050,2900,Georg Nemetschek & family,89.0,Germany,Munich,Software,Technology,Germany,True,D,M,,,1934.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1051,1051,2900,God Nisanov,50.0,Russia,Moscow,Real estate,Real Estate,Russia,True,U,M,,,1972.0,4.0,24.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1052,1052,2900,Vikas Oberoi,52.0,India,Mumbai,Real estate,Real Estate,India,False,D,M,,,1970.0,9.0,8.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1053,1053,2900,Gregorio Perez Companc & family,87.0,Argentina,Buenos Aires,Oil & gas,Energy,Argentina,True,U,M,,,1935.0,8.0,23.0,232.75,53.5,449663446954.0,90.0,109.7,76.5,10.1,106.3,44938712.0,-38.416097,-63.616672,10M-50M
1054,1054,2900,Sebastian Piñera & family,73.0,Chile,Santiago,Investments,Finance & Investments,Chile,True,U,M,,,1949.0,12.0,1.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969,10M-50M
1055,1055,2900,Arvind Poddar,65.0,India,Mumbai,Tires,Automotive,India,False,D,M,,,1957.0,11.0,7.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1056,1056,2900,Alexey Repik,43.0,Russia,Moscow,Pharmaceuticals,Healthcare,Russia,True,U,M,,,1979.0,8.0,27.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1057,1057,2900,Haim Saban,78.0,United States,Beverly Hills,"TV network, investments",Media & Entertainment,United States,True,D,M,California,West,1944.0,10.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1058,1058,2900,Rodney Sacks,73.0,United States,Laguna Beach,Energy drinks,Food & Beverage,United States,True,U,M,California,West,1949.0,12.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1059,1059,2900,Karthik Sarma,48.0,United States,New York,Hedge fund,Finance & Investments,India,True,D,M,New York,Northeast,1974.0,12.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1060,1060,2900,Sybill Storz,85.0,Germany,Leipzig,Medical devices,Healthcare,Germany,False,D,F,,,1937.0,4.0,6.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1061,1061,2900,Daniel Sundheim,46.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,New York,Northeast,1977.0,3.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1062,1062,2900,"William Wrigley, Jr.",59.0,United States,North Palm Beach,Chewing gum,Food & Beverage,United States,False,D,M,Florida,South,1963.0,11.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1063,1063,2900,Zhang Wenzhong,61.0,China,Beijing,Supermarkets,Fashion & Retail,China,True,D,M,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1064,1064,2900,Zhou Jianping,62.0,China,Jiangyin,Fashion retail,Fashion & Retail,China,True,E,M,,,1960.0,5.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1065,1065,2800,Joy Alukkas,66.0,India,Cochin,Jewelry,Fashion & Retail,India,False,U,M,,,1956.0,9.0,4.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1066,1066,2800,Kang An,74.0,China,Xinxiang,Pharmaceuticals,Healthcare,China,True,D,M,,,1949.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1067,1067,2800,Garrett Camp,44.0,United States,San Francisco,Uber,Technology,Canada,True,E,M,California,West,1978.0,10.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1068,1068,2800,Chen Lip Keong,75.0,Cambodia,Phnom Penh,"Casinos, property, energy",Gambling & Casinos,Malaysia,True,U,M,,,1947.0,7.0,1.0,127.63,2.5,27089389787.0,13.7,107.4,69.6,17.1,23.1,16486542.0,12.565679,104.990963,10M-50M
1069,1069,2800,Choo Chong Ngen,69.0,Singapore,Singapore,Hotels,Real Estate,Singapore,True,U,M,,,1953.0,4.0,21.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
1070,1070,2800,Euisun Chung,52.0,South Korea,Seoul,Hyundai,Automotive,South Korea,False,D,M,,,1970.0,10.0,18.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,50M-100M
1071,1071,2800,Smita Crishna-Godrej,72.0,India,Mumbai,Consumer goods,Diversified,India,False,U,F,,,1950.0,12.0,30.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1072,1072,2800,Eleanor Butt Crook & family,90.0,United States,San Marcos,Supermarkets,Fashion & Retail,United States,False,N,F,Texas,South,1932.0,7.0,21.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1073,1073,2800,Du Jiangtao & family,53.0,China,Beijing,Chemicals,Manufacturing,China,True,D,M,,,1969.0,11.0,17.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1074,1074,2800,Lorenzo Fertitta,54.0,United States,Las Vegas,"Casinos, mixed martial arts",Sports,United States,False,U,M,Nevada,West,1969.0,1.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1075,1075,2800,Sebastian Glaser,,Germany,Munich,Sensor technology,Technology,Germany,False,U,M,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1076,1076,2800,Adi Godrej,81.0,India,Mumbai,Consumer goods,Diversified,India,False,U,M,,,1942.0,4.0,3.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1077,1077,2800,Jamshyd Godrej,74.0,India,Mumbai,Diversified,Diversified,India,False,U,M,,,1949.0,1.0,24.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1078,1078,2800,Lee Yeow Chor,56.0,Malaysia,,"Palm oil, property",Real Estate,Malaysia,False,Split Family Fortune,M,,,1967.0,1.0,1.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766,10M-50M
1079,1079,2800,Li Weiguo,58.0,China,Beijing,Construction materials,Manufacturing,China,True,D,M,,,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1080,1080,2800,Dmitry Mazepin,54.0,Russia,Moscow,Chemicals,Manufacturing,Russia,True,R,M,,,1968.0,4.0,18.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1081,1081,2800,"Drayton McLane, Jr.",86.0,United States,Temple,"Walmart, logistics",Fashion & Retail,United States,False,D,M,Texas,South,1936.0,7.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1082,1082,2800,Najib Mikati,67.0,Lebanon,Beirut,Telecom,Telecom,Lebanon,True,D,M,,,1955.0,11.0,24.0,130.02,3.0,53367042272.0,26.3,95.1,78.9,15.3,32.2,6855713.0,33.854721,35.862285,5M-10M
1083,1083,2800,Taha Mikati,78.0,Lebanon,Beirut,Telecom,Telecom,Lebanon,True,D,M,,,1945.0,1.0,1.0,130.02,3.0,53367042272.0,26.3,95.1,78.9,15.3,32.2,6855713.0,33.854721,35.862285,5M-10M
1084,1084,2800,Akira Mori & family,86.0,Japan,Tokyo,Real estate,Real Estate,Japan,False,D,M,,,1936.0,7.0,12.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,100M-500M
1085,1085,2800,Rishad Naoroji,71.0,India,Mumbai,Consumer goods,Diversified,India,False,U,M,,,1951.0,8.0,30.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1086,1086,2800,Philip Niarchos,69.0,France,Paris,Art collection,Diversified,Greece,False,E,M,,,1954.0,1.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,50M-100M
1087,1087,2800,Nandan Nilekani,67.0,India,Bangalore,Software services,Technology,India,True,D,M,,,1955.0,6.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1088,1088,2800,Benjamin Otto,,Germany,Hamburg,Retail,Fashion & Retail,Germany,False,D,M,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1089,1089,2800,Maren Otto,,Germany,Berlin,"Retail, real estate",Diversified,Germany,False,D,F,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1090,1090,2800,Ranjan Pai,50.0,India,Bangalore,Education,Service,India,False,U,M,,,1972.0,11.0,11.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1091,1091,2800,Madhukar Parekh,76.0,India,Mumbai,Adhesives,Manufacturing,India,False,D,M,,,1947.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1092,1092,2800,Sean Parker,43.0,United States,Los Angeles,Facebook,Technology,United States,True,E,M,California,West,1979.0,12.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1093,1093,2800,Stewart Rahr,77.0,United States,New York,Drug distribution,Healthcare,United States,False,U,M,New York,Northeast,1946.0,2.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1094,1094,2800,Su Hua,41.0,China,Beijing,Video streaming,Media & Entertainment,China,True,D,M,,,1982.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1095,1095,2800,Sun Shoukuan,73.0,China,Yingkou,"Metals, coal",Manufacturing,China,True,E,M,,,1949.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1096,1096,2800,Tseng Cheng,61.0,Taiwan,,Petrochemicals,Manufacturing,Taiwan,False,U,M,,,1961.0,12.0,1.0,,,,,,,,,,,,
1097,1097,2800,Tung Chee Hwa,85.0,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,False,E,M,,,1937.0,7.0,7.0,,,,,,,,,,,,
1098,1098,2800,Meg Whitman,66.0,United States,Los Angeles,EBay,Technology,United States,True,D,F,California,West,1956.0,8.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1099,1099,2800,Wong Luen Hei,61.0,Hong Kong,Hong Kong,Building materials,Manufacturing,China,True,D,M,,,1962.0,1.0,1.0,,,,,,,,,,,,
1100,1100,2800,Chenghai Ye & family,79.0,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,Hong Kong,True,D,M,,,1943.0,8.0,15.0,,,,,,,,,,,,
1101,1101,2800,Zhu Xingming,56.0,China,Shenzhen,Electrical equipment,Manufacturing,China,True,U,M,,,1967.0,3.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1102,1102,2700,Jose Joao Abdalla Filho,77.0,Brazil,Rio de Janeiro,Investments,Finance & Investments,Brazil,False,D,M,,,1945.0,5.0,30.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,100M-500M
1103,1103,2700,Juan Abello,81.0,Spain,Madrid,Investments,Finance & Investments,Spain,False,D,M,,,1941.0,12.0,16.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,10M-50M
1104,1104,2700,Suhail Bahwan,84.0,Oman,Muscat,Diversified,Diversified,Oman,True,U,M,,,1939.0,1.0,1.0,113.53,0.1,76983094928.0,38.0,103.4,77.6,2.5,27.4,5266535.0,21.4735329,55.975413,5M-10M
1105,1105,2700,Madhur Bajaj,70.0,India,Mumbai,Diversified,Diversified,India,False,Split Family Fortune,M,,,1952.0,8.0,19.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1106,1106,2700,Niraj Bajaj,68.0,India,Mumbai,Diversified,Diversified,India,False,Split Family Fortune,M,,,1954.0,10.0,10.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1107,1107,2700,Shekhar Bajaj,74.0,India,Mumbai,Diversified,Diversified,India,False,Split Family Fortune,M,,,1948.0,6.0,8.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1108,1108,2700,Harindarpal Banga,72.0,Hong Kong,Hong Kong,Commodities,Finance & Investments,India,True,U,M,,,1950.0,8.0,10.0,,,,,,,,,,,,
1109,1109,2700,Ulrike Baro,,Germany,Munich,Biopharmaceuticals,Healthcare,Germany,False,U,F,,,,,,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1110,1110,2700,Anne Beaufour,59.0,United Kingdom,,Pharmaceuticals,Healthcare,France,False,U,F,,,1963.0,8.0,8.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1111,1111,2700,Henri Beaufour,57.0,United Kingdom,London,Pharmaceuticals,Healthcare,France,False,U,M,,,1965.0,6.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1112,1112,2700,Andrei Bokarev,56.0,Russia,Moscow,"Metals, mining",Manufacturing,Russia,True,U,M,,,1966.0,10.0,23.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1113,1113,2700,Jack Cowin,80.0,Australia,Sydney,Fast food,Food & Beverage,Australia,True,D,M,,,1942.0,7.0,13.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,10M-50M
1114,1114,2700,Glenn Dubin,65.0,United States,New York,Hedge funds,Finance & Investments,United States,True,U,M,New York,Northeast,1957.0,4.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1115,1115,2700,N. Murray Edwards,63.0,United Kingdom,London,Oil & gas,Energy,Canada,True,D,M,,,1959.0,12.0,10.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1116,1116,2700,"Frank Fertitta, III.",61.0,United States,Las Vegas,"Casinos, mixed martial arts",Sports,United States,False,U,M,Nevada,West,1962.0,2.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1117,1117,2700,Abhay Firodia,78.0,India,Pune,Automobiles,Automotive,India,False,D,M,,,1944.0,11.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1118,1118,2700,Bruce Flatt,57.0,United Kingdom,London,Money management,Finance & Investments,Canada,True,D,M,,,1965.0,6.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1119,1119,2700,Miguel Fluxa Rossello,84.0,Spain,Esporles,Hotels,Service,Spain,False,D,M,,,1938.0,7.0,27.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922,10M-50M
1120,1120,2700,Robert Friedland,72.0,Singapore,Singapore,Mining,Metals & Mining,United States,True,U,M,,,1950.0,8.0,18.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,5M-10M
1121,1121,2700,Alexander Frolov,58.0,Russia,Moscow,"Mining, steel",Metals & Mining,Russia,True,U,M,,,1964.0,5.0,17.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1122,1122,2700,Nadir Godrej,72.0,India,Mumbai,Consumer goods,Diversified,India,False,U,M,,,1951.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1123,1123,2700,Maggie Hardy,57.0,United States,Belle Vernon,Building materials,Service,United States,False,U,F,Pennsylvania,Northeast,1965.0,12.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1124,1124,2700,Nithin Kamath,43.0,India,Bangalore,Financial services,Finance & Investments,India,True,N,M,,,1979.0,10.0,5.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,>500M
1125,1125,2700,Samvel Karapetyan,57.0,Russia,Moscow,Real estate,Construction & Engineering,Russia,True,U,M,,,1965.0,8.0,18.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1126,1126,2700,Kei Hoi Pang,57.0,Hong Kong,Hong Kong,Real estate,Real Estate,China,True,D,M,,,1966.0,1.0,1.0,,,,,,,,,,,,
1127,1127,2700,Mustafa Rahmi Koc,92.0,Turkey,Istanbul,Diversified,Diversified,Turkey,False,U,M,,,1930.0,10.0,9.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,50M-100M
1128,1128,2700,Yuri Kovalchuk & family,71.0,Russia,St. Petersburg,"Banking, insurance, media",Finance & Investments,Russia,True,U,M,,,1951.0,7.0,25.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,100M-500M
1129,1129,2700,Geoffrey Kwok,37.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,,,1985.0,5.0,1.0,,,,,,,,,,,,
1130,1130,2700,Jonathan Kwok,31.0,Hong Kong,Hong Kong,Real Estate,Real Estate,Hong Kong,False,U,M,,,1992.0,3.0,1.0,,,,,,,,,,,,
1131,1131,2700,Hans Langer,71.0,Germany,Gräfelfing,3D printing,Manufacturing,Germany,True,U,M,,,1952.0,1.0,18.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,50M-100M
1132,1132,2700,Frank Laukien,63.0,United States,Boston,Scientific equipment,Manufacturing,United States,False,U,M,Massachusetts,Northeast,1960.0,2.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1133,1133,2700,Maritsa Lazari & family,78.0,United Kingdom,London,Real estate,Real Estate,United Kingdom,True,D,F,,,1944.0,10.0,14.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,50M-100M
1134,1134,2700,Angela Leong,62.0,Hong Kong,Hong Kong,Casinos,Real Estate,Hong Kong,False,D,F,,,1961.0,3.0,23.0,,,,,,,,,,,,
1135,1135,2700,Li Zhongchu,59.0,China,Beijing,Software,Technology,China,True,D,M,,,1963.0,8.0,26.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1136,1136,2700,Liang Yunchao,54.0,China,Guangzhou,Nutritional supplements,Food & Beverage,China,True,D,M,,,1969.0,1.0,3.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,>500M
1137,1137,2700,Vincent McMahon,77.0,United States,Greenwich,Entertainment,Sports,United States,True,U,M,Connecticut,Northeast,1945.0,8.0,24.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,100M-500M
1138,1138,2700,Patrice Motsepe,61.0,South Africa,Johannesburg,Mining,Metals & Mining,South Africa,True,D,M,,,1962.0,1.0,28.0,158.93,4.1,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506,50M-100M
